iso3,iso2,imfn,country,region,income,year,ai01,ai02,ai03,ai04,ai05,ai06,ai07,ai08,ai09,ai10,ai11,ai12,ai13,ai14,ai15,ai16,ai17,ai18,ai19,ai20,ai21,ai22,ai23,ai24,ai25,ai26,ai27,ai28,ai29,ai30,ai31,ai32,ai33,ai34,ai35,ai36,am01,am02,am03,di01,di02,di03,di04,di05,di06,di07,di08,di09,di10,di11,di12,di13,di14,dm01,dm02,dm03,dm04,dm05,dm06,dm07,dm08,dm09,dm10,dm11,dm12,dm13,dm14,dm15,dm16,ei01,ei02,ei03,ei04,ei05,ei06,ei07,ei08,ei09,ei10,em01,si01,si02,si03,si04,si05,si06,si07,sm01,oi01,oi02,oi06,oi07,oi08,oi09,oi10,oi11,oi12,oi13,oi14,oi15,oi16,oi16a,oi17,oi18,oi19,oi20a,om01,om02
AUS,AU,193,Australia,East Asia & Pacific,High income,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.24,58.48,8.82,95.91,96.54,,98.49,72.77,1.48,111.13,68.97,3.88,2.66,40.82,95.91,64.95,99.21,125.28,90.22,61.71,19.7,36.16,1.84,38,25.88,17.31,48.93,6.96,5.26,1.55,3.41,7.13,,1.15,3.1,35.11,,1.14,16.24,,0.63,1.26,17.94,72.02,17.38,0.3,5.2,139.05,10,88.18,131.8,11.62,100,68.97,,538822.4,2.39,37.93,11.03,6.01,17.03,0.14,50.71,40,,,,,0,,70.62,-3.74
AUS,AU,193,Australia,East Asia & Pacific,High income,2004,,30.67,,,,,,,,,,,,,,,,,,,,,,,139.58,,,,,,,,,,,,57.47,60.99,8.48,99.13,99.79,,97.99,75.22,2.05,103.69,71.55,3.92,2.49,41.13,99.13,67.55,102.69,126.42,88.73,56.81,15.7,38.1,1.47,39.57,22.36,17.47,51.28,8.13,7.49,1.76,4.05,8.93,,,3.2,,,,,,0.66,,,70.19,,0.2,5.1,138.55,10.5,,182.9,8.47,,71.55,,603630.4,1.6,39.46,10.77,5.06,15.83,0.13,47.57,40,,,1.46,,0,,75.22,16.33
AUS,AU,193,Australia,East Asia & Pacific,High income,2005,,30.65,,,,,,,,,,,,,,,,,,,,,,,146.46,,,,,,,,,,,,61.42,62.92,8.53,104.1,104.18,,97.67,75.8,2.49,100.96,72.18,3.54,2.39,41.69,104.1,74.77,108.53,115.67,88.14,53.56,13.23,38.2,1.28,39.49,24.83,18.73,49.33,8.59,7.63,1.7,3.44,9.18,,,3.37,25.71,,,,52.27,0.07,,,76.2,9.89,0.6,6.9,144.23,10.2,11.29,17.6,7.56,71.66,72.18,91.95,597061.2,2.45,39.39,9.58,5.24,14.82,0.14,44.4,44,,,1.07,,0,,80.56,20.33
AUS,AU,193,Australia,East Asia & Pacific,High income,2006,,31.24,,,,,,,,,,,,,,,,,,,,,,,154.73,,,,,,,,,,,,,65.3,8.14,109.29,109.62,,96.85,80.85,3.57,115.84,77.22,3.62,2.29,41.8,109.29,87.92,113.73,146.59,114.9,61.99,13.05,49.19,1.13,50.32,32.3,24.11,60.82,11.95,9.17,1.95,3.93,9.39,,4.3,3.55,28.49,2.59,2.23,34.54,46.19,0.33,2.82,43.56,78.38,17.31,0.6,5.2,141.54,10.3,17,17.6,10.8,62.19,77.22,84.08,722020.9,3.49,50.22,10.81,6.3,17.11,0.14,57.5,44,7,,1.05,,0,,84.6,18.71
AUS,AU,193,Australia,East Asia & Pacific,High income,2007,,31.67,,,,,,,,,,,,,,,,,,,,,,,155.28,,,,,,,,,,,,65.34,59.04,5.47,117.72,118.23,13.07,95.7,96.34,5.31,139.84,92.81,4.54,2.17,40.84,130.36,105.63,120.66,152.04,160.81,80.34,13.62,52.52,1.25,53.77,34.42,28.27,58.31,13.96,11,1.51,3.43,8.36,,2.26,3.67,30.64,1.41,1.17,17.99,46.9,0.51,1.48,22.74,105.77,14.83,0.6,5,126.85,10.1,20.04,18.3,13.71,60.63,92.81,83.62,1003906,-0.32,53.72,7.45,5.53,12.98,0.16,70.67,44,7,,1.16,5.31,0,,91.85,22.45
AUS,AU,193,Australia,East Asia & Pacific,High income,2008,,31.57,,,,,,,,,,,,,,,,,,,,,,,157.84,,,,,,,,,,,,60.04,56.06,4.02,121.19,122.52,11.94,94.07,100.86,7.72,79.8,97.17,2.27,2.06,31.96,132.63,92.13,121.82,64.81,79.59,59.85,10.84,41.17,0.88,42.05,16.72,15.55,46.01,9.52,12.25,0.64,4.19,7.94,,2.02,4.18,28.92,1.19,0.86,13.76,45.69,1.33,1.06,16.85,122.79,13.71,1.3,5.4,124.72,11.3,18.71,22.8,22.23,63.07,97.17,85.86,900192.1,-1.46,42.01,8.42,3.62,12.04,0.14,43.77,44,5,,0.61,4.53,0,,90.54,-19.04
AUS,AU,193,Australia,East Asia & Pacific,High income,2009,,31.22,,,,,,,,,,,,,,,,,,,,,,,154.32,,,,,,,,,,,,57.64,56.21,3.78,127.18,129.89,9.59,97.03,99.18,3.98,129.21,95.53,3.17,2.17,25.28,136.29,84.74,122.6,135.98,90.67,82.51,25.95,54.92,1.1,56.02,34.21,24.88,66.76,15.04,5.79,1.66,3.36,6.78,,2.03,2.94,26.16,1.13,0.61,9.47,44.77,2.72,0.85,13.16,66.68,14.84,2,6.3,133.13,12,17.36,23.3,29.75,64.7,95.53,89.05,1139933,3.86,56.01,8.79,5.74,14.53,0.14,61.14,40,3,,0.44,5.91,0,,86.76,-19.19
AUS,AU,193,Australia,East Asia & Pacific,High income,2010,,30.75,,,,,,,,,,,,,,,,,,,,,,,168.69,,,,,,,,,,,,57.28,58.34,3.57,123.41,126.08,8.74,97.72,100.34,2.95,127.02,96.82,3.13,2.07,24.17,131.86,87.54,125.34,126.74,98.58,72.97,31.04,47.78,0.89,48.67,32.18,23.15,62.67,15.21,6.33,2.12,3.55,11.98,,2.05,3.07,26.04,1.12,0.91,13.13,43.44,2.67,1.15,16.53,77.78,15.33,2.15,5.43,127.46,11.4,16.78,23.88,20.58,68.06,96.82,89.63,1391965,1.02,48.61,9.37,3.65,13.02,0.16,50.41,42,3,,0.74,5.2,0,,86.83,14.93
AUS,AU,193,Australia,East Asia & Pacific,High income,2011,,30.41,,,99.06,61.92,16.98,,,,,,,,1.15,2.63,23.74,12.59,36.56,64.23,79.05,,,,170.51,,,,,,,,,,,,58.17,56.4,3.22,121.53,123.51,7.83,97.26,100.72,3.49,103.11,97.26,3.11,2.06,22.68,129.09,91.23,122.23,85.71,80.73,60.49,33.37,39.11,0.96,40.07,22.53,19.75,57.74,13.13,7.79,2.21,3.96,11.32,,2.09,3.4,20.5,1.09,0.94,14.1,44.15,1.98,1.17,17.64,94.18,14.4,1.97,5.29,124.96,11.58,18.26,24.03,15.83,68.63,97.26,90.23,1458805,-0.44,40.04,8.88,4.2,13.08,0.18,40.04,42,2,11.8,0.89,5.73,0,0,88.76,-2.49
AUS,AU,193,Australia,East Asia & Pacific,High income,2012,,30.94,,,,,,,,,,,,,,,,,,,,,,,164.7,,,,,,,,,,,,59,52.88,3.51,123.3,125.98,7.27,97.33,104.55,3.46,107.82,100.98,2.86,2.17,23.07,130.34,92.35,121.26,89.68,58.56,57.78,36.09,38.43,0.76,39.19,25.38,22.42,58.88,14.68,4.82,2.67,4.65,10.65,,1.9,3.06,23.28,1,0.8,12.5,43.95,2.68,1.07,16.87,65.3,13.9,1.7,5.31,122.1,11.92,18.8,26,17.59,70.9,100.98,93.38,1573339,-0.16,39.18,8.46,2.75,11.21,0.16,36.45,39,2,11.4,0.75,4.23,0,0,86.17,-4.61
AUS,AU,193,Australia,East Asia & Pacific,High income,2013,,30.14,,,,,,,,,,,,,,,,,,,,,,,161.17,,,,,,,,,,,,62.46,50.32,3.63,122.2,125.66,6.87,99.57,103.34,0.55,103.04,89.02,3.05,2.25,23.92,128.88,102.02,124.77,86.65,49.98,49.48,32.54,39.62,0.65,40.27,25.55,26.21,57.96,14.39,6.84,2.13,4.11,8.62,0,1.9,2.93,23.55,0.94,0.81,13,42.68,3.46,1.08,17.24,57.68,13.74,1.37,5.3,137.27,11.61,17.97,25.96,12.77,71.11,89.02,93.16,1351600,1.35,40.26,8.46,4.12,12.59,0.15,31.62,35,2,11.2,0.88,3.52,0,0,84.53,16.5
AUS,AU,193,Australia,East Asia & Pacific,High income,2014,,29.16,,,98.86,61.43,64.99,3.08,40.15,,55.5,81.47,,76.1,0.79,,9.65,16.92,,58.56,88.87,93.22,17.07,,165.23,0.54,,,,,,,,,,,62.39,52.34,3.22,127.34,131.83,6.65,99.67,107.56,0.44,109.77,91.76,3.87,2.22,24.42,133.84,110.62,128.51,87.82,47.94,54,38.28,41.44,0.29,41.73,25.69,28.97,60.76,16.04,6.76,1.67,4.15,10.28,0,1.97,3.05,24.07,0.96,0.88,14.47,42.99,4.48,1.17,19.14,54.59,13.49,1.01,5.4,138.77,12.22,18.56,24.47,11.3,70.92,91.76,93.3,1328412,0.14,41.73,8.98,3.15,12.18,0.16,31.74,,,11.3,2.47,3.5,0,0,83.79,6.72
AUS,AU,193,Australia,East Asia & Pacific,High income,2015,,28.75,,,,,,,,,,,,,,,,,,,,,,,163.9,,,,,,,,,,,,64.96,55.67,3.13,136.08,140.22,6.49,99.55,112.25,0.63,114.33,114.27,3.55,2.21,24.46,142.43,120.45,136.43,87.9,55.58,53.28,39.73,44.35,0.28,44.63,27.25,32.08,69.74,19.25,6.61,2.67,4.4,21.04,0,1.55,3.27,34.22,0.83,0.78,12.99,42.52,4.13,1.03,17.17,63.23,13.33,0.89,6.18,119.09,13.8,18.09,23.77,12.55,69.94,114.27,92.83,1245019,1.03,44.67,10.38,3,13.45,0.16,32.53,,,11,2.08,3.36,0,0,83.52,1.54
AUS,AU,193,Australia,East Asia & Pacific,High income,2016,,27.74,,,,,,,,,,,,,,,,,,,,,,,167.7,,,,,,,,,,,,68.89,59.2,2.91,139.14,145.57,6.71,99.43,115.39,0.83,148.22,99.57,3.02,2.2,19.81,145.71,121.22,142.68,105.12,65.88,59.46,47.29,50.33,0.37,50.7,30.12,33.86,65.3,19.68,6.53,1.63,4.21,11.41,0,1.77,3.28,30.9,1.07,,10.33,51.06,6.41,,14.47,62.67,13,0.95,6.5,139.74,13.7,17.74,24.05,16.33,69.68,99.57,92.95,1288558,-0.8,50.79,13.1,4.09,17.24,0.17,39.02,,,12.1,2.25,4.16,0,0,81.39,-2.57
AUS,AU,193,Australia,East Asia & Pacific,High income,2017,,29.63,,,99.52,62.12,63.74,3.39,32.62,,55.66,79.29,,71.72,,,,13.25,,59.69,89.96,93.58,26.63,,160.32,0.92,,,,,,,,,,,66,61,3.06,137.15,144.16,6.93,99.8,113.73,0.29,161.75,98.81,2.37,2.14,18.66,143.94,132.31,140.54,113.69,63.52,58.16,49.73,48.81,0.27,49.08,33.12,38.09,67.7,20.09,5.74,2.12,4.37,10.09,0,1.73,3.24,31.31,0.93,0.79,13.04,44.21,6.99,,17.54,55.87,13.64,0.86,6.92,138.8,14.61,18.27,21.59,12.42,69.9,98.81,92.78,1421822,-0.27,49.16,11.09,4.12,15.26,0.15,38.98,,,,2.28,4.3,0,,81.82,9.44
AUS,AU,193,Australia,East Asia & Pacific,High income,2018,,28.22,,,,,,,,,,,,,,,,,,,,,,,146.17,,,,,,,,,,,,67.21,60.79,2.99,136.08,143.29,7.42,99.8,110.74,0.29,135.49,96.86,2.12,2.12,18.01,143.32,132.28,139.95,88.4,54.18,49.17,43.51,45.04,0.2,45.24,27.12,35.44,64.83,19.43,7.31,1.42,4.7,10.28,0,1.65,3.28,33,0.97,0.82,13.05,45.42,7.18,1.08,17.23,61.29,13.97,0.9,6.89,140.49,14.8,20.9,19.78,9.54,69.41,96.86,92.03,1292420,0.16,45.38,11.57,3.8,15.41,0.13,36.52,,,,2.01,4.34,,,80.22,4.14
AUS,AU,193,Australia,East Asia & Pacific,High income,2019,,26.43,,,,,,,,,,,,,,,,,,,,,,,136.54,,,,,,,,,,,,,,2.92,132.96,148.99,9.93,99.58,120.01,0.63,157,99.66,1.51,2.16,15.04,142.86,131.93,136.29,106.87,59.93,51.32,49.05,45.39,0.17,45.56,33.39,45.02,67.35,20.23,7.06,1.69,5.54,10.61,0,1.56,3.54,25.54,0.94,0.6,9.55,50.82,15.98,0.81,12.92,56.08,13.47,0.96,7.41,133.41,15.7,28.16,19.04,10.72,68.29,99.66,91.54,1430577,-0.4,45.71,11.16,4.02,15.22,0.13,39.9,,,,1.97,4.37,,,76.95,7.16
AUS,AU,193,Australia,East Asia & Pacific,High income,2020,,25.43,,,,,,,,,,,,,,,,,,,,,,,129.69,,,,,,,,,,,,,,2.37,143.14,163.7,10.52,96.16,138.2,6.53,185.1,119.37,1.07,2.24,12.59,153.63,132.59,142.29,129.58,92.34,70.8,77.48,46.19,0.33,46.52,39.15,51.64,77.17,23,6.87,1.97,3.97,13.64,,1.61,,27.39,1.06,0.4,6.38,53.98,20.53,0.58,9.09,71.27,13.25,1.11,8,119.92,17.56,31.63,18.11,22.26,69.4,119.37,91.68,1763632,-0.61,46.62,12.29,4.6,16.93,0.09,49.69,,,,,5.01,,,74.03,-4.48
AUS,AU,193,Australia,East Asia & Pacific,High income,2021,,,,,99.32,69.17,57.29,,39.34,0,62.81,82.98,0,67,,,,16.44,,51.41,95.94,97.43,40.06,,,0.07,,,,,,,,,,,,,2.57,132.96,148.18,9.85,90.1,133.46,16.28,,112.09,,,,142.77,,,,,,,,,,,,,,6.45,2.34,4.25,30.21,,1.67,,24.53,1.01,0.64,9.91,54.07,,0.87,13.48,,14.15,,,118.62,,32.7,,21.7,69.13,112.09,91.23,1656281,1.43,40.26,10.2,4.32,14.58,,,,,,,,,,,19.3
AUT,AT,122,Austria,Europe & Central Asia,High income,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.73,41.28,,97.32,41.78,1.14,,30.45,,,,32.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.51,,,,,,30.45,,20227.37,,,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,40.56,,96.81,41.96,1.34,,30.57,,,,33.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.69,,,,,,30.57,,22528.18,,,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.47,41.63,,97.79,44.96,0.94,,33.45,,,,34.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.05,,,,,,33.45,,25267.58,,,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.06,42.06,,97.4,46.57,1.12,,35.17,,,,34.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.86,,,,,,35.17,,27799.9,,,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85,42.95,,95.04,48.36,2.24,,37.18,,,,35.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.42,,,,,,37.18,,31306.31,,,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.74,45.98,,95.96,49.81,1.94,,38.83,,,,38.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76,,,,,,38.83,,34453.31,,,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67,47.56,,95.57,50.39,2.21,,39.57,,,,40.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.79,,,,,,39.57,,36676.34,,0.14,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,48.89,,96.03,52.06,2.02,,41.32,,,,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.19,,,,,,41.32,,39157.22,,0.25,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,49.76,,96.14,53.28,2,,42.88,,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.73,,,,,,42.88,,41114,,0.23,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.27,52.5,,96.6,54.75,1.85,,44.73,,,,44.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.98,,,,,,44.73,,43438.57,,0.22,,,,,,,,,,,,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,52.86,,97.04,54.56,1.61,,45.32,,,,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.65,,,,,,45.32,,46405.05,,0.2,,,,0.11,,,,,,,0,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.32,55.9,,98.18,56.07,1.04,,47,,,,47.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.67,,,,,,47,,56277.11,,0.18,,,,0.14,,,,,,,0,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.96,58.6,,98.35,56.75,0.98,,47.65,,,,49.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.86,,,,,,47.65,,64496.7,0.2,0.6,,,,0.16,,,,,,,0,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,58.64,,98.39,56.72,0.96,,47.94,,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,47.94,,78341.04,0.2,1.12,,,,0.18,,,,,,,0,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.66,58.78,,98.56,56.05,0.86,,47.88,,,,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.73,,,,,,47.88,,90890.59,0.84,2.99,,,,0.23,,,,,,,0,,,
AUT,AT,122,Austria,Europe & Central Asia,High income,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.71,64.17,,98.66,62.5,0.87,,54.2,,,,51.71,,,3.25,0.17,,,,,,,,,,,,,,,,,,,,,,,,,5.15,,,,95.41,,,,,,54.2,,93037.19,0.05,4.36,,,,0.22,,,,,,,0,,10.03,
AUT,AT,122,Austria,Europe & Central Asia,High income,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.15,72.26,,98.9,66.03,0.81,,58.13,,,,57.15,,,3.49,0.22,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,98.32,,,,,,58.13,,114300.1,0.76,5.82,,,,0.25,,,,,,,0,,9.78,
AUT,AT,122,Austria,Europe & Central Asia,High income,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.88,75.98,,99.05,65.09,0.73,,57.53,,,,59.88,,,2.89,0.14,,,,,,,,,,,,,,,,,,,,,,,,,4.97,,,,104.08,,,,,,57.53,,129319.2,0.46,8.22,,,,0.23,,,,,,,0,,9.38,
AUT,AT,122,Austria,Europe & Central Asia,High income,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.07,81.68,,99.16,70.36,0.69,,62.61,,,,64.07,,,28.12,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,102.32,,,,,,62.61,,153547.4,0.5,10.27,,,,0.25,,,,,,,0,,8.99,
AUT,AT,122,Austria,Europe & Central Asia,High income,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72,87.26,,99.32,69.39,0.6,,61.84,,,,68.72,,,2.81,0.12,,,,,,,,,,,,,,,,,,,,,,,,,4.38,,,,111.12,,,,,,61.84,,157669.6,0.1,10.03,,,,0.27,,,,,,,0,,8.87,
AUT,AT,122,Austria,Europe & Central Asia,High income,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05,90.31,,99.39,72.83,0.56,,65.32,,,,71.05,,,2.38,0.13,,,6.42,3.4,9.82,,,,,,,,,,,,,,,,,,,,5.38,,,,108.77,,,,,,65.32,,142200.4,0.41,9.82,,,,0.3,,,,,,,0,,8.74,
AUT,AT,122,Austria,Europe & Central Asia,High income,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.31,93.82,,99.46,75.26,0.51,,68.11,,,8.22,74.31,,,2.23,0.12,,,8.59,3.95,12.54,,,,,,,,,,,,,,,,,,,,5.32,,,,109.11,,,,,,68.11,,124974.4,0.58,12.54,,,,0.32,,,,,,,0,,8.32,
AUT,AT,122,Austria,Europe & Central Asia,High income,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,94.71,,99.47,77.67,0.51,,70.76,,,8.69,73.7,,,2.12,0.1,,,9.11,3.81,12.93,,,,,,,,,,,,,,,,,,,,4.84,,,,104.14,,,,,,70.76,,127082.6,0.12,12.93,,,,0.31,,,,,,,0,,8.19,
AUT,AT,122,Austria,Europe & Central Asia,High income,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.09,97.04,,99.47,76.65,0.51,,69.52,,,9.37,74.09,,,2.12,0.18,,,8.58,3.94,12.52,,,,,,,,,,,,,,,,,,,,8.68,,,,106.57,,,,,,69.52,,111081.2,-0.11,12.52,,,,0.3,,,,,,,0,,8.2,
AUT,AT,122,Austria,Europe & Central Asia,High income,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.27,101.25,,99.48,77.71,0.53,,70.82,,,10.09,72.27,,,2.19,0.17,,,9.33,3.79,13.12,,,,,,,,,,,,,,,,,,,,7.63,,,,102.05,,,,,,70.82,,99786.39,0.28,13.12,,,,0.29,,,,,,,0,,8.33,
AUT,AT,122,Austria,Europe & Central Asia,High income,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.24,103.23,,99.53,78.03,0.49,,71.45,,,10.59,80.24,,,6.63,1.16,,,11.72,4.78,16.5,,,,,,,,,,,,,,,,,,,,17.42,,,,112.31,,,,,,71.45,,130002.7,-0.16,16.5,,,,0.29,,,,,,,0,,8.46,
AUT,AT,122,Austria,Europe & Central Asia,High income,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.15,107.6,,99.61,80.43,0.42,,73.94,,,11.18,76.15,,,6.72,1.21,,,10.61,5.63,16.23,,,,,,,,,,,,,,,,,,,,17.96,,,,102.98,,,,18.12,,73.94,,175949.6,0.14,16.23,,,,0.31,,,,,,,0,,9.78,
AUT,AT,122,Austria,Europe & Central Asia,High income,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.45,113.9,,99.66,83.22,0.38,,76.66,,,11.84,78.45,,,6.39,1.11,,,11.16,7.06,18.22,,,,,,,,,,,,,,,,,,,,17.43,,,,102.33,,,,16.19,,76.66,,220548.8,0.66,18.22,,,,0.32,,,,,,,0,,9.9,-9.93
AUT,AT,122,Austria,Europe & Central Asia,High income,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.09,116.5,,99.68,83.92,0.38,,77.34,,,12.59,82.09,,,7.52,1.49,,,10.44,7.93,18.37,,,,,,,,,,,,,,,,,,,,19.84,,,,106.15,,,,16.17,,77.34,,200010.5,0.12,18.37,,,,0.34,,,,,,,0,,10.55,-15.08
AUT,AT,122,Austria,Europe & Central Asia,High income,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,118.57,,99.68,84.3,0.38,,77.61,,,13.02,85.5,,,18.23,19.69,,,11.16,8.65,19.81,,,,,,,,,,,,,,,,,,,,108.02,,,,110.18,,,,12.21,,77.61,,218388.3,0.61,19.81,,,,0.35,,,,,,,0,,11.42,64.22
AUT,AT,122,Austria,Europe & Central Asia,High income,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.93,120.57,,99.67,86.08,0.4,,79.49,,,13.82,88.93,,,15.81,34.65,,,11.03,8.42,19.44,,,,,,,,,,,,,,,,,,,,219.12,,,,111.87,,,,27.4,,79.49,,249970.4,0.35,19.44,,,,0.38,,,,,,,0,,12.89,71.89
AUT,AT,122,Austria,Europe & Central Asia,High income,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.72,120.9,,99.66,86.29,0.41,,79.72,,,14.35,89.72,0.44,,13.94,4.42,,,11.64,8.78,20.42,,,,,,,,,,,,,,,,,,,,31.72,,,,112.55,,,,31.84,,79.72,,260362.8,0.6,20.42,,,,0.44,,,,,,,0,,13.28,-17.6
AUT,AT,122,Austria,Europe & Central Asia,High income,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,120.17,,99.66,87.26,0.41,,80.67,,2.43,15.55,90.23,0.52,,10.12,2.44,,,10.68,8.34,19.01,,,,,,,,,,,,,,,,,,,,24.09,,,,111.86,,,,23.44,,80.67,,254467.5,0.07,19.01,,,,0.42,,,,,,,0,,14.28,-18.73
AUT,AT,122,Austria,Europe & Central Asia,High income,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.16,121.72,,99.66,89.15,0.42,,82.38,1.82,2.52,17.19,91.16,0.63,,13.78,3.46,,,11.07,10.09,21.16,,,,,,,,,,,,,,,,,,,,25.1,,,,110.65,,,,21.2,,82.38,,244385.8,0.77,21.16,,,,0.4,,,,,,,0,,14.04,-1.14
AUT,AT,122,Austria,Europe & Central Asia,High income,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.74,124.39,,99.67,89.49,0.41,,82.68,1.75,2.51,18.06,89.74,0.72,,14.16,4.31,,,11.47,12.3,23.78,,,,,,,,,,,,,,,,,,,,30.44,,,,108.54,,,,16.6,,82.68,,277698.6,1.11,23.78,,,,0.42,,,,,,,0,,13.99,23.88
AUT,AT,122,Austria,Europe & Central Asia,High income,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.71,125.99,,99.69,89.85,0.4,,82.91,1.94,2.51,22.39,91.71,0.94,,12.7,5.39,,,11.43,12.24,23.67,,,,,,,,,,,,,,,,,,,,42.46,,,,110.62,,,,13.36,,82.91,,309051.9,0.45,23.67,26.36,2.8,29.16,0.42,,4,,,,,0,,13.71,-10.01
AUT,AT,122,Austria,Europe & Central Asia,High income,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.63,127.43,,99.67,89.34,0.42,,82.3,2.43,2.48,24.17,94.63,1.23,,13.45,4.36,,,11.71,12.29,24,,,,,,,,,,,,,,,,,,,,32.39,,,,114.98,,,,13.73,,82.3,,283105.1,0.04,24,24.09,3.41,27.51,0.41,,5,,,,,0,,13.32,8.55
